"Inoculum","Genus","CS_duo","CS_type_duo","CS1","CS2","ab_obs_mean","ab_obs_se","ab_pred_mean","ab_pred_se"
2,"Lachnoclostridium","succinate_cellobiose","SA","succinate","cellobiose",0.002272938,0.00131719118894772,0.00248486075,0.00111817977977351
2,"Lachnoclostridium","succinate_fructose","SA","succinate","fructose",9.277975e-05,6.56004177582925e-05,0.0001609666875,7.23698987713883e-05
2,"Lachnoclostridium","succinate_glycerol","SA","succinate","glycerol",0.003154281,0,0,0
2,"Lachnoclostridium","succinate_glycine","AA","succinate","glycine",0,0,0.00023448075,1.46885547188676e-05
2,"Lachnoclostridium_5","glucose_benzoate","SA","glucose","benzoate",0.0032470545,0.00129106750602531,0.0003566765,0.000100866144901217
2,"Lachnoclostridium_5","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.0104178754166667,0.00220029731880419
2,"Lachnoclostridium_5","glucose_fructose","SS","glucose","fructose",0.000556638,0.000371092,0,0
2,"Lachnoclostridium_5","glucose_fumarate","SA","glucose","fumarate",0.00417478425,0.00108389658788561,0.001216035625,0.000125787763375917
2,"Lachnoclostridium_5","glucose_glutamine","SA","glucose","glutamine",0.00285276925,0.000710965298233603,0.000625505625,6.17882630074862e-05
2,"Lachnoclostridium_5","glucose_glycine","SA","glucose","glycine",0.003401676,0.000865881071428596,0.001773731,0.000427131663569326
2,"Lachnoclostridium_5","succinate_benzoate","AA","succinate","benzoate",0.0061694035,0.00126383705968119,0.0010333863125,8.75708810217814e-05
2,"Lachnoclostridium_5","succinate_cellobiose","SA","succinate","cellobiose",0.00282957625,0.00103203423739504,0.0079880561875,0.00193429195773454
2,"Lachnoclostridium_5","succinate_fructose","SA","succinate","fructose",0,0,0.00051297725,2.18896334497063e-05
2,"Lachnoclostridium_5","succinate_fumarate","AA","succinate","fumarate",0.00500974125,0.00357125769945868,0.00159526925,0.000121978566038276
2,"Lachnoclostridium_5","succinate_glutamine","AA","succinate","glutamine",0.00173949375,0.000335300925621392,0.0011121276875,6.3259227064761e-05
2,"Lachnoclostridium_5","succinate_glycerol","SA","succinate","glycerol",2.32e-05,2.32e-05,0.000551531375,2.29328803353168e-05
2,"Lachnoclostridium_5","succinate_glycine","AA","succinate","glycine",0.001577141,0.000564316128223357,0.002282556,0.000408352099390157
2,"Lachnoclostridium_5","succinate_ribose","SA","succinate","ribose",2.32e-05,2.32e-05,0.0005211799375,2.17586937826908e-05
2,"Lachnospiraceae.4","glucose_fumarate","SA","glucose","fumarate",0,0,5.8115175e-05,3.93795728297044e-07
2,"Lachnospiraceae.4","succinate_fumarate","AA","succinate","fumarate",0,0,5.601905e-05,2.49770847328106e-06
2,"Lachnospiraceae.5","glucose_benzoate","SA","glucose","benzoate",0.00113646925,0.000658595738273408,0.000514685875,0.00013077021096969
2,"Lachnospiraceae.5","glucose_fumarate","SA","glucose","fumarate",0.00057983125,0.00034789875,0.000616131875,0.000139144287843886
2,"Lachnospiraceae.5","glucose_glutamine","SA","glucose","glutamine",0,0,0.00017285425,9.54571402842658e-06
2,"Lachnospiraceae.5","glucose_glycine","SA","glucose","glycine",0.000556638,0,0,0
2,"Lachnospiraceae.5","succinate_benzoate","AA","succinate","benzoate",0.00208739225,0.00136005530782271,0.0004883201875,0.0001257212803039
2,"Lachnospiraceae.5","succinate_fumarate","AA","succinate","fumarate",0.00030151225,0.000183114099329887,0.000593558,0.000135132536734835
2,"Lachnospiraceae.5","succinate_glutamine","AA","succinate","glutamine",4.63865e-05,4.63865e-05,8.27015625e-05,2.19871447771133e-05
2,"Lachnospiraceae.5","succinate_glycine","AA","succinate","glycine",0.000278319,0,0,0
2,"Lachnospiraceae.5","succinate_ribose","SA","succinate","ribose",0.0030615085,0.0025048705,0,0
2,"Lactobacillus","succinate_glycine","AA","succinate","glycine",0.000742184,0,0,0
2,"Moraxellaceae","succinate_fumarate","AA","succinate","fumarate",9.28e-05,0,0,0
2,"Novosphingobium","glucose_benzoate","SA","glucose","benzoate",0,0,7.66661e-05,7.88013977395978e-07
2,"Novosphingobium","succinate_benzoate","AA","succinate","benzoate",0,0,7.2746375e-05,3.16384873869458e-06
2,"Nubsella","glucose_benzoate","SA","glucose","benzoate",0.000185546,0,0,0
2,"Nubsella","glucose_glutamine","SA","glucose","glutamine",9.28e-05,0,0,0
2,"Nubsella","glucose_glycine","SA","glucose","glycine",0.000463865,0,0,0
2,"Ochrobactrum","glucose_glutamine","SA","glucose","glutamine",0.000185546,0,0,0
2,"Ochrobactrum","glucose_glycine","SA","glucose","glycine",0,0,0.004844067375,0.000868353640038598
2,"Ochrobactrum","succinate_benzoate","AA","succinate","benzoate",0.009555631,0.009462831,0,0
2,"Ochrobactrum","succinate_fumarate","AA","succinate","fumarate",0.013080991,0,0,0
2,"Ochrobactrum","succinate_glutamine","AA","succinate","glutamine",0.005728732,0.00404572029507555,0,0
2,"Ochrobactrum","succinate_glycine","AA","succinate","glycine",0.003123357,0.00156374385994286,0.00307504508333333,0.000858821735755152
2,"Ochrobactrum","succinate_ribose","SA","succinate","ribose",0.000649411,0,0,0
2,"Oxalicibacterium","succinate_fumarate","AA","succinate","fumarate",0.000185546,0,0,0
2,"Pectobacterium","glucose_benzoate","SA","glucose","benzoate",0.036529363,0.01324372271676,0.0058046808125,0.00160059815392124
2,"Pectobacterium","glucose_cellobiose","SS","glucose","cellobiose",0.0170702295,0.00733962727804951,0.0453607690625,0.00792779523093869
2,"Pectobacterium","glucose_fructose","SS","glucose","fructose",0.01199090825,0.00352931294175687,0.026675675875,0.00676392096012845
2,"Pectobacterium","glucose_fumarate","SA","glucose","fumarate",0.02405139625,0.0177631951631068,0.0035996754375,0.000951731305082383
2,"Pectobacterium","glucose_glutamine","SA","glucose","glutamine",0.1297198325,0.0251574659785649,0.00719145875,0.00151739959192684
2,"Pectobacterium","glucose_glycerol","SS","glucose","glycerol",0.00271361025,0.00066509786949057,0.005564052625,0.00126498964444805
2,"Pectobacterium","glucose_glycine","SA","glucose","glycine",0.00247394633333333,0.000776810104319868,0.0051807135,0.00156381472104903
2,"Pectobacterium","glucose_ribose","SS","glucose","ribose",0.03119491625,0.00385377957219592,0.05919711525,0.00298832961681751
2,"Pectobacterium","succinate_benzoate","AA","succinate","benzoate",0.00262083725,0.00054277490953408,0.00083228404375,0.000293568636983421
2,"Pectobacterium","succinate_cellobiose","SA","succinate","cellobiose",0.34444289825,0.0301125963013792,0.0399502853125,0.00762689358733165
2,"Pectobacterium","succinate_fructose","SA","succinate","fructose",0.2547314225,0.0394043059306349,0.0221141114375,0.00647716978653403
2,"Pectobacterium","succinate_fumarate","AA","succinate","fumarate",0.01581779375,0.00881721686140525,0.0006283154375,0.000186922863996578
2,"Pectobacterium","succinate_glutamine","AA","succinate","glutamine",0.044925318,0.0256351967035484,0.003438926625,0.000970791939509469
2,"Pectobacterium","succinate_glycerol","SA","succinate","glycerol",0.15214769425,0.0253024603994927,0.0016167786875,0.000340537218362236
2,"Pectobacterium","succinate_glycine","AA","succinate","glycine",0.0377895293333333,0.0305643144704896,0.000954056583333333,0.000289555750245395
2,"Pectobacterium","succinate_ribose","SA","succinate","ribose",0.30468967475,0.100697816043417,0.0531056198125,0.00298653564123653
2,"Pseudochrobactrum","glucose_benzoate","SA","glucose","benzoate",4.63865e-05,4.63865e-05,1.6959625e-05,7.58661693681984e-06
2,"Pseudochrobactrum","glucose_fumarate","SA","glucose","fumarate",0,0,0.00016849225,1.20618492052421e-06
2,"Pseudochrobactrum","glucose_glutamine","SA","glucose","glutamine",0,0,0.003055406875,0.000739471217183862
2,"Pseudochrobactrum","glucose_glycine","SA","glucose","glycine",0,0,0.0153606964166667,0.000748994236226129
2,"Pseudochrobactrum","succinate_benzoate","AA","succinate","benzoate",0.00981074325,0.00799270115015161,1.60421625e-05,7.24359343827861e-06
2,"Pseudochrobactrum","succinate_fumarate","AA","succinate","fumarate",0.0012756285,0.000990815830494707,4.05354375e-05,1.82070722726474e-05
2,"Pseudochrobactrum","succinate_glutamine","AA","succinate","glutamine",0.01440300575,0.0024302790078511,0.002923455,0.000713998535626895
2,"Pseudochrobactrum","succinate_glycine","AA","succinate","glycine",0.00259764366666667,0.000559208758093473,0.0146152605,0.000857253543713148
2,"Pseudomonas","glucose_benzoate","SA","glucose","benzoate",0.44368679875,0.0426618645458227,0.2709216528125,0.0225764072077837
2,"Pseudomonas","glucose_cellobiose","SS","glucose","cellobiose",0.00306150875,0.00146540208532951,0.0012434857625,0.000252118219887678
2,"Pseudomonas","glucose_fructose","SS","glucose","fructose",0.08222005775,0.0782006315493882,0.00076155970625,0.000138663280034966
2,"Pseudomonas","glucose_fumarate","SA","glucose","fumarate",0.1927590685,0.040963000005455,0.229728438375,0.0335666000191138
2,"Pseudomonas","glucose_glutamine","SA","glucose","glutamine",0.023401986,0.00512626733451662,0.1031062218125,0.00974762841077358
2,"Pseudomonas","glucose_glycerol","SS","glucose","glycerol",0.0042675575,0.00121847340731818,0.00055187965,0.00012188894118363
2,"Pseudomonas","glucose_glycine","SA","glucose","glycine",0.005102515,0.00103307640646566,0.340315278583333,0.0078896904714895
2,"Pseudomonas","glucose_ribose","SS","glucose","ribose",0.005659166,0.002774149606339,0.0012150411875,0.000131604320655903
2,"Pseudomonas","succinate_benzoate","AA","succinate","benzoate",0.7549633545,0.0412358672915814,0.3985382044375,0.0198284763129169
2,"Pseudomonas","succinate_cellobiose","SA","succinate","cellobiose",0.0690231005,0.0210859135889383,0.1078081031875,0.0107474105869176
2,"Pseudomonas","succinate_fructose","SA","succinate","fructose",0.1250347905,0.0155451451321712,0.1069311256875,0.0107405751287411
2,"Pseudomonas","succinate_fumarate","AA","succinate","fumarate",0.2413721125,0.0471595352552377,0.30968959625,0.0318997109310476
2,"Pseudomonas","succinate_glutamine","AA","succinate","glutamine",0.299448001,0.0296691904114707,0.2050007283125,0.0124041125469001
2,"Pseudomonas","succinate_glycerol","SA","succinate","glycerol",0.014588552,0.00355179929936007,0.1144330509375,0.011224910991019
2,"Pseudomonas","succinate_glycine","AA","succinate","glycine",0.249064539666667,0.0369638095795153,0.446071991833333,0.00735671793237264
2,"Pseudomonas","succinate_ribose","SA","succinate","ribose",0.116986734,0.00702904593956329,0.10900857475,0.0108125740522269
2,"Ramlibacter","succinate_fumarate","AA","succinate","fumarate",0.000278319,0,0,0
2,"Ramlibacter","succinate_glutamine","AA","succinate","glutamine",0.000463865,0,0,0
2,"Raoultella","glucose_benzoate","SA","glucose","benzoate",0.0164672045,0.0055216814814085,0.0128026219375,0.00204562990051268
2,"Raoultella","glucose_cellobiose","SS","glucose","cellobiose",0.12503479,0.0832576966704809,0.04030273375,0.00972792468425891
2,"Raoultella","glucose_fructose","SS","glucose","fructose",0.3402913075,0.194087783469247,0.2935297139375,0.0479383097494379
2,"Raoultella","glucose_fumarate","SA","glucose","fumarate",0.0177660265,0.0097846913696245,0.0114103238125,0.00158093616143684
2,"Raoultella","glucose_glutamine","SA","glucose","glutamine",0.422349012,0.154565687929929,0.0116774234375,0.001813345683851
2,"Raoultella","glucose_glycerol","SS","glucose","glycerol",0.0370860005,0.00996869890297295,0.069467658,0.0163657298125849
2,"Raoultella","glucose_glycine","SA","glucose","glycine",0.007638309,0.00242947921440213,0.0108431708333333,0.00197294825404435
2,"Raoultella","glucose_ribose","SS","glucose","ribose",0.03553205325,0.0136403107032816,0.031660948625,0.00189151565916682
2,"Raoultella","succinate_benzoate","AA","succinate","benzoate",0.00204100575,0.000474564877410767,0.0044941416875,0.00148428410796193
2,"Raoultella","succinate_cellobiose","SA","succinate","cellobiose",0.052579089,0.0281699934438912,0.0329430648125,0.00940261822393482
2,"Raoultella","succinate_fructose","SA","succinate","fructose",0.215998701,0.120276959489769,0.2751380834375,0.0465211672573536
2,"Raoultella","succinate_fumarate","AA","succinate","fumarate",0.01333611675,0.00958696872164416,0.006336008875,0.00130705028254488
2,"Raoultella","succinate_glutamine","AA","succinate","glutamine",0.02184803775,0.0103552066304595,0.0055419605625,0.00148918160683046
2,"Raoultella","succinate_glycerol","SA","succinate","glycerol",0.215163744,0.116478303972954,0.0602112299375,0.0157345436738394
2,"Raoultella","succinate_glycine","AA","succinate","glycine",0.004112936,0.00226001629712738,0.00381596983333333,0.00144840045361758
2,"Raoultella","succinate_ribose","SA","succinate","ribose",0.008558308,0.00332635132403632,0.0245627409375,0.00175413694637515
2,"Rhizobium","glucose_fumarate","SA","glucose","fumarate",0,0,0.0007618708125,8.43660053863629e-05
2,"Rhizobium","glucose_glutamine","SA","glucose","glutamine",0.0003247055,0.000202194065844549,0.0009388791875,0.000284710539659658
2,"Rhizobium","succinate_benzoate","AA","succinate","benzoate",0.0018322665,0.00143242158537943,1.50817375e-05,6.81629950503372e-06
2,"Rhizobium","succinate_cellobiose","SA","succinate","cellobiose",0,0,4.401145e-05,8.1470173529949e-07
2,"Rhizobium","succinate_fructose","SA","succinate","fructose",0,0,4.3826575e-05,9.32725244802385e-07
2,"Rhizobium","succinate_fumarate","AA","succinate","fumarate",0.019041655,0.00745032862770007,0.0007430374375,8.32310177681659e-05
2,"Rhizobium","succinate_glutamine","AA","succinate","glutamine",0.00962519725,0.00282091282100677,0.0009094012,0.000274571754321607
2,"Rhizobium","succinate_glycerol","SA","succinate","glycerol",0,0,4.72812e-05,3.74557073977608e-07
2,"Rhizobium","succinate_glycine","AA","succinate","glycine",0.0384080153333333,0.00482805911350694,1.27725083333333e-05,6.67360725782812e-06
2,"Rhizobium","succinate_ribose","SA","succinate","ribose",0,0,4.45585e-05,3.513112508873e-07
2,"Rosenbergiella","glucose_benzoate","SA","glucose","benzoate",0.030800631,0.022636608,0,0
2,"Rosenbergiella","glucose_ribose","SS","glucose","ribose",0.000556638,0.000556638,0.0006101821875,0.00018171266348552
2,"Rosenbergiella","succinate_glycerol","SA","succinate","glycerol",0.004685036,0.002087392,0,0
2,"Rosenbergiella","succinate_ribose","SA","succinate","ribose",0.00118285575,0.000703868329137675,0.000583612875,0.000175147618707522
2,"Salmonella","glucose_benzoate","SA","glucose","benzoate",0.006030244,0,0,0
2,"Salmonella","glucose_fructose","SS","glucose","fructose",0.0054040265,0.0032550794147314,0.000955774,0.000427490560282144
2,"Salmonella","glucose_fumarate","SA","glucose","fumarate",0.05740328375,0.0167917127745316,0.0498366441875,0.00722709029195184
2,"Salmonella","succinate_benzoate","AA","succinate","benzoate",0,0,0.0009046405,6.60551924536091e-05
2,"Salmonella","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.0006599795,1.22169142141814e-05
2,"Salmonella","succinate_fructose","SA","succinate","fructose",0,0,0.00246988171428571,0.000652972084436734
2,"Salmonella","succinate_fumarate","AA","succinate","fumarate",0,0,0.0481648438125,0.00705347822222044
2,"Salmonella","succinate_glutamine","AA","succinate","glutamine",0,0,0.0006582005,5.47786829737019e-06
2,"Salmonella","succinate_glycerol","SA","succinate","glycerol",0.00285276925,0.00164976652247358,0.0001772528125,7.92798166875413e-05
2,"Salmonella","succinate_glycine","AA","succinate","glycine",0,0,0.000766127666666667,1.49431228366467e-05
2,"Salmonella","succinate_ribose","SA","succinate","ribose",0,0,0.000668183,5.26804968655384e-06
2,"Shinella","glucose_benzoate","SA","glucose","benzoate",0.00067260425,0.00067260425,0.000148329125,3.12738381944977e-05
2,"Shinella","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.000205303175,3.16927528418965e-05
2,"Shinella","glucose_fructose","SS","glucose","fructose",0.00011596625,0.00011596625,0.00029524505,6.34580512972238e-05
2,"Shinella","glucose_fumarate","SA","glucose","fumarate",0.0002319325,0.0002319325,0.00032253105625,0.000120552668661236
2,"Shinella","glucose_glutamine","SA","glucose","glutamine",0.00178588025,0.000367937842757753,0.13632126375,0.00584735025076668
2,"Shinella","glucose_glycerol","SS","glucose","glycerol",0.00016235275,0.000109607023273583,5.82488375e-05,1.31000333749316e-05
2,"Shinella","glucose_glycine","SA","glucose","glycine",0.000587562333333333,0.000264217619821448,0.000221373333333333,4.56582449737264e-05
2,"Shinella","glucose_ribose","SS","glucose","ribose",0.00011596625,0.00011596625,4.391580625e-05,1.13445009794374e-05
2,"Shinella","succinate_benzoate","AA","succinate","benzoate",0.00104369625,0.000349954299644581,0.224832697125,0.0102523221327553
2,"Shinella","succinate_cellobiose","SA","succinate","cellobiose",0.0004174785,0.000241031324355881,0.1660036074375,0.00436105536129433
2,"Shinella","succinate_fructose","SA","succinate","fructose",0.00048705825,0.000308566122029886,0.165414624,0.00438935150207988
2,"Shinella","succinate_fumarate","AA","succinate","fumarate",0.000834957,0.000436789103831777,0.13647962225,0.0034500442888322
2,"Shinella","succinate_glutamine","AA","succinate","glutamine",0.1876565545,0.0450800083755661,0.2957838996875,0.00918922156088734
2,"Shinella","succinate_glycerol","SA","succinate","glycerol",0.00025512575,0.000175105197515843,0.1777615419375,0.00474301387550501
2,"Shinella","succinate_glycine","AA","succinate","glycine",0.0244920676666667,0.0123807044188753,0.191718231916667,0.00647633080832051
2,"Shinella","succinate_ribose","SA","succinate","ribose",0.00053344475,0.000371816082639741,0.1678457318125,0.00428020614403388
2,"Sphingobacterium","glucose_benzoate","SA","glucose","benzoate",0.102606921,0.0627350169802704,0.0112531209375,0.00228579135461033
2,"Sphingobacterium","glucose_fructose","SS","glucose","fructose",0.0004406785,0.000138508093600759,0,0
2,"Sphingobacterium","glucose_fumarate","SA","glucose","fumarate",0.00057983125,0.00039428525,0.007732225125,0.0013264302080166
2,"Sphingobacterium","glucose_glutamine","SA","glucose","glutamine",0.00020873925,0.000153262755606929,7.42061375e-05,2.11937120404219e-05
2,"Sphingobacterium","glucose_glycerol","SS","glucose","glycerol",0.000371092,0.000125615235818882,0,0
2,"Sphingobacterium","glucose_glycine","SA","glucose","glycine",0.000216470333333333,0.000111499269492874,0.0124036706666667,0.00277384852835411
2,"Sphingobacterium","glucose_ribose","SS","glucose","ribose",0.0012524355,0.0007885705,0,0
2,"Sphingobacterium","succinate_benzoate","AA","succinate","benzoate",0.05090917525,0.00923113533558834,0.0106391324375,0.00220719905257798
2,"Sphingobacterium","succinate_cellobiose","SA","succinate","cellobiose",0.000340167666666667,3.09243333333333e-05,0,0
2,"Sphingobacterium","succinate_fructose","SA","succinate","fructose",0.00171630025,0.00071109134602541,0,0
2,"Sphingobacterium","succinate_fumarate","AA","succinate","fumarate",0.014031914,0.00572284439213827,0.0074519568125,0.00129269191415437
2,"Sphingobacterium","succinate_glutamine","AA","succinate","glutamine",4.63865e-05,4.63865e-05,7.1012125e-05,2.04383864092963e-05
2,"Sphingobacterium","succinate_glycerol","SA","succinate","glycerol",0.000231946,0.000139146,0,0
2,"Sphingobacterium","succinate_glycine","AA","succinate","glycine",0.000216470333333333,0.000216470333333333,0.0117914040833333,0.00267962234107132
2,"Sphingobacterium","succinate_ribose","SA","succinate","ribose",0.0003247055,4.63865e-05,0,0
2,"Staphylococcus","succinate_glycine","AA","succinate","glycine",0.001020503,0,0,0
2,"Stenotrophomonas","glucose_benzoate","SA","glucose","benzoate",0.00044067175,0.000148509261219839,0,0
2,"Stenotrophomonas","glucose_fructose","SS","glucose","fructose",0.003154281,0,0,0
2,"Stenotrophomonas","glucose_fumarate","SA","glucose","fumarate",0.0111559515,0.00124027854852546,0.0055905724375,0.00143463430662324
2,"Stenotrophomonas","glucose_glycerol","SS","glucose","glycerol",0.000247403666666667,0.000111493029304277,0,0
2,"Stenotrophomonas","glucose_glycine","SA","glucose","glycine",6.18486666666667e-05,6.18486666666667e-05,0.00199160333333333,0.000127037298631408
2,"Stenotrophomonas","glucose_ribose","SS","glucose","ribose",0.000208746,0.000102852837394827,2.4347575e-05,1.08901934285718e-05
2,"Stenotrophomonas","succinate_benzoate","AA","succinate","benzoate",0.00391965925,0.000989367247272331,0.0002845614375,8.44874124956872e-05
2,"Stenotrophomonas","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000413723375,6.00590494236825e-05
2,"Stenotrophomonas","succinate_fructose","SA","succinate","fructose",0.0001855595,6.55940536043474e-05,0.0002059855625,6.05440331902443e-05
2,"Stenotrophomonas","succinate_fumarate","AA","succinate","fumarate",0.0075609985,0.00421368796528157,0.0055456215625,0.00139210783073245
2,"Stenotrophomonas","succinate_glutamine","AA","succinate","glutamine",4.63865e-05,4.63865e-05,0.0002062974375,6.0573202016236e-05
2,"Stenotrophomonas","succinate_glycerol","SA","succinate","glycerol",2.32e-05,2.32e-05,0.0002223774375,6.52564395801907e-05
2,"Stenotrophomonas","succinate_glycine","AA","succinate","glycine",0,0,0.00213553358333333,0.00017218650824577
2,"Stenotrophomonas","succinate_ribose","SA","succinate","ribose",0.00057983125,0.00057983125,0.00023273993125,6.26083279403645e-05
2,"Taibaiella","glucose_fumarate","SA","glucose","fumarate",0,0,0.0225217635,0.000161243372631508
2,"Taibaiella","succinate_benzoate","AA","succinate","benzoate",0,0,0.0002412375,1.76145737080597e-05
2,"Taibaiella","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.0001759945,3.25781003896789e-06
2,"Taibaiella","succinate_fructose","SA","succinate","fructose",0,0,0.00017525525,3.72978322370528e-06
2,"Taibaiella","succinate_fumarate","AA","succinate","fumarate",0,0,0.0124666137142857,0.00439142956090028
2,"Taibaiella","succinate_glutamine","AA","succinate","glutamine",0,0,0.00017552,1.4607438744238e-06
2,"Taibaiella","succinate_glycerol","SA","succinate","glycerol",0,0,0.00018906975,1.49784441643094e-06
2,"Taibaiella","succinate_glycine","AA","succinate","glycine",0,0,0.000204300666666667,3.98469611276834e-06
2,"Taibaiella","succinate_ribose","SA","succinate","ribose",0,0,0.00017818225,1.40473054207322e-06
2,"Terrimonas","glucose_glutamine","SA","glucose","glutamine",0.000185546,0,0,0
